DateTime,Daily_total_power,Daily_mean_power,Daily_peak_power,Daily_min_power,Daily_std_power,Global_reactive_power_sum,Global_reactive_power_mean,Voltage_mean,Voltage_std,Global_intensity_mean,Global_intensity_max,Sub_metering_1_sum,Sub_metering_2_sum,Sub_metering_3_sum,Peak_hour_power,Nighttime_usage,Morning_usage,Afternoon_usage,DayOfWeek,IsWeekend,Month,Season,Year,DayOfYear,lag_1,lag_7,lag_14,lag_30,rolling_mean_7d,rolling_std_7d,rolling_median_7d,rolling_min_7d,rolling_max_7d,ema_7d,ema_30d,diff_1d,diff_7d,Total_submetering,Sub1_ratio,Sub2_ratio,Sub3_ratio,Other_consumption,Power_factor,Peak_to_total_ratio,Night_to_total_ratio,Morning_to_total_ratio,Next_day_consumption,High_Consumption
2007-01-15,0.5022934711744433,0.5022934711744435,0.5129055080753878,0.1269173097020968,0.47825032595741546,0.2738070331693495,0.2738070331693497,0.678999622413146,0.5035414081100166,0.49540092107753464,0.502749605511429,0.09791518175338561,0.18490379056899828,0.6399770133812859,0.44007438736202026,0.3136821408805369,0.46870068195304426,0.336157981764653,0.0,0.0,0.0,Winter,0.0,0.03835616438356164,0.7304658064297627,0.5268162555987366,0.6611340775737253,0.21199631756003862,0.8330935123388916,0.4974950763444124,0.8540846147355078,0.6032218375631989,0.7759771306953333,0.8765604695169491,0.9222908136073983,0.2711820502179437,0.5939594703356225,0.5971146398140975,0.09934243577639416,0.16464088850977338,0.6490013279399248,0.3949924890848096,0.8931697648329431,0.4146376376805712,0.3158486045957317,0.39771401050775557,28.106733333333334,0
2007-01-16,0.37998012395539627,0.3799801239553963,0.4825203560724365,0.13076328878397853,0.49625890118410404,0.30539233560280454,0.3053923356028046,0.7260721167667601,0.43671359810174765,0.3786133366980001,0.45988319219344864,0.18380256593014968,0.05318358245932778,0.2778453260627188,0.3564197638168458,0.11210562982124025,0.2808163957311651,0.4279381152258013,0.16666666666666666,0.0,0.0,Winter,0.0,0.0410958904109589,0.5022934711744433,0.4283075939614078,0.2696013995783484,0.6942518031928628,0.8277224879151661,0.49979203015990104,0.8168178976680747,0.6032218375631989,0.7759771306953333,0.8438789070111973,0.9192496693916549,0.3616158492756455,0.5774427068340569,0.2998321714433256,0.2375997904778827,0.06033637141535537,0.35899964496158526,0.43466996309950157,0.8275962024532695,0.43758006836016794,0.1277662736669635,0.30962765906129175,47.46146666666667,0
2007-01-17,0.6872449346778766,0.6872449346778767,0.7090109062784846,0.12499432016115596,0.7230584080619049,0.35119221963859815,0.3511922196385982,0.6632389706787318,0.44878801056540407,0.679124345467163,0.6956484654423403,0.31183178902352104,0.47377983318193084,0.6780050611987717,0.5116656635742997,0.24966248521274995,0.8106890413157851,0.5830300830486969,0.3333333333333333,0.0,0.0,Winter,0.0,0.043835616438356165,0.37998012395539627,0.5039132947242754,0.20208264539781717,0.43190139126189886,0.8171377183699097,0.5202571169702228,0.8168178976680747,0.6032218375631989,0.7759771306953333,0.7737135406167865,0.9013140313908966,0.7285982428873283,0.7381782359403364,0.8165827523883294,0.23871740688075702,0.3183078795445846,0.5187917700274756,0.5227395042532589,0.9190668924320518,0.3521992448917809,0.1457962898515194,0.5166910578904628,30.3577,1
2007-01-18,0.4157151989297839,0.415715198929784,0.5979093688934601,0.13076328878397853,0.5443149602630759,0.28233100010161805,0.2823310001016181,0.6557717610548668,0.434374694543309,0.41191092044665956,0.5756225081519954,0.0,0.02774795606573623,0.5694077614935651,0.5428079917216181,0.19157861446636862,0.3512301668178711,0.21319503258971095,0.5,0.0,0.0,Winter,0.0,0.04657534246575342,0.6872449346778766,0.5304766017255538,0.7961832279204447,0.31303746467015453,0.85729134443437,0.5465571272043551,0.8600405731910399,0.6032218375631989,0.7759771306953333,0.8357779595216188,0.9224450493910371,0.23414245144070767,0.5313478507352207,0.44626258714175054,0.0,0.029145674265676873,0.6811704737956502,0.3744588497544797,0.8556078753202598,0.6228682392429165,0.22211572401215338,0.35679558951579526,24.674,0
2007-01-19,0.32548398909463444,0.32548398909463455,0.5349021211818188,0.11730236199739254,0.49685973020235735,0.2594370356201394,0.2594370356201395,0.6067727842084185,0.48750345756136454,0.3241309696549114,0.515609529506823,0.1873663578047042,0.027252456850276656,0.3027049488868022,0.24712970722275704,0.2169030389010966,0.43257574801104537,0.13208682730400412,0.6666666666666666,0.0,0.0,Winter,0.0,0.049315068493150684,0.4157151989297839,0.320418666971475,0.6517040691914956,0.4367480800727291,0.8321560952451929,0.5729000695621408,0.8141821901601398,0.6032218375631989,0.7759771306953333,0.7809761622502159,0.9087121566908539,0.3890231542134448,0.6144890319055815,0.3099987090111025,0.2759033101186789,0.03521908541743813,0.4455344163194768,0.3359595929443929,0.8166643655909303,0.34671159271926627,0.3496759498904911,0.5664167360145828,52.22886666666667,0
2007-01-20,0.7629294834345126,0.7629294834345127,0.7703404462108219,0.13653225740680114,0.7582246129897553,0.4635997919817326,0.4635997919817327,0.5202668466203182,0.5989462751090089,0.7757996340924864,0.7813812920783008,0.3852459016393443,0.4312494838549839,0.4828422497580894,0.7455168330925366,0.3583489597085663,0.5763179585778005,0.6722384059117518,0.8333333333333333,1.0,0.0,Winter,0.0,0.05205479452054794,0.32548398909463444,0.7769744807674395,0.33287612080570994,0.3242948180535068,0.8332655112220579,0.5697299699645791,0.8141821901601398,0.6127578391571816,0.7759771306953333,0.7061954710458483,0.884732769520106,0.8398097139380065,0.601229431151268,0.6773173250710043,0.26799844977450005,0.2632873296913766,0.33573449082585,0.7619579827727438,0.9057556384836842,0.4765173584682705,0.21056837208006032,0.31445117028970915,56.7877,1
2007-01-21,0.8353029456340435,0.8353029456340437,0.7106886140577887,0.12499432016115596,0.9370614479277118,0.437818677410292,0.43781867741029207,0.5269979244334007,0.6968183246118255,0.8523500094631254,0.7256549547649264,0.9217747683535282,0.4597406887439095,0.489553081725881,1.0,0.42835661253004065,0.5791334272424099,0.5684601090149872,1.0,1.0,0.0,Winter,0.0,0.0547945205479452,0.7629294834345126,0.7304658064297627,0.5813907092721006,0.46230362973260747,0.8301893506033812,0.5607109418576761,0.8141821901601398,0.6127578391571816,0.761869325396973,0.8133891216165009,0.9162713054048132,0.5279339685846265,0.6837152143390063,0.8879421636973921,0.5897601083561721,0.2581491125054661,0.31307385888886274,0.710145398324333,0.9264698422251243,0.5955551970247813,0.23631515127882527,0.2842004352605323,36.34156666666667,1
2007-01-22,0.5107116851668402,0.5107116851668402,0.6830996416870109,0.13076328878397853,0.6186239847622207,0.25522287244535025,0.2552228724453503,0.7032246288804256,0.5716740095145478,0.5039177338969151,0.6742152587833501,0.09390591589451176,0.24634569328598566,0.47950793701937533,0.5633793115889147,0.1645983163792756,0.5732553924070725,0.3093028811103769,0.0,0.0,0.0,Winter,0.0,0.057534246575342465,0.8353029456340435,0.5022934711744433,0.5268162555987366,1.0,0.853150969701655,0.626649208879957,0.8141821901601398,0.6127578391571816,0.834566435213116,0.9207981907911417,0.954704343008372,0.188812759997794,0.6168154193665882,0.49696617609088556,0.09388455754830698,0.2161490355887308,0.47917422762444084,0.49068795768953566,0.902719390058357,0.5305549435414878,0.1305535672366022,0.48529077008055665,29.627333333333336,0
2007-01-23,0.4041203103965048,0.4041203103965048,0.5259543463588638,0.12114834107927426,0.6146870893384901,0.16447789208155753,0.1644778920815575,0.7807655492170316,0.4387050516604615,0.4044918301684437,0.507036246843227,0.0,0.08786852754149807,0.2136070477295184,0.5848033966292817,0.2683604314818876,0.2874465448734482,0.11450296425214292,0.16666666666666666,0.0,0.0,Winter,0.0,0.06027397260273973,0.5107116851668402,0.37998012395539627,0.4283075939614078,0.5084389249114764,0.8549947420961357,0.6255121775850037,0.8278799474408408,0.6127578391571816,0.834566435213116,0.880199347109325,0.9506106202807022,0.3750469024492346,0.6277240322874381,0.1976826749289956,0.0,0.09456986272500413,0.26183295724138805,0.5580825085666576,0.9016582194117184,0.6910915800364866,0.3438616447737446,0.29685032034284187,49.79756666666666,0
2007-01-24,0.7243315383508172,0.7243315383508174,0.6389200034986706,0.13076328878397853,0.58666516327982,0.2833710914383746,0.28337109143837463,0.6934979358120916,0.5265601719522519,0.719979811999243,0.6270622041335717,0.308624376336422,0.2048063423899579,0.4956730228285841,0.403526839963856,0.44870148178315217,0.831324388523854,0.5693163451127843,0.3333333333333333,0.0,0.0,Winter,0.0,0.06301369863013699,0.4041203103965048,0.6872449346778766,0.5039132947242754,0.5511327659333622,0.8602819692203132,0.6149025815308812,0.8278799474408408,0.6127578391571816,0.834566435213116,0.809964340867765,0.9336300473550786,0.7396581794706962,0.6367068399316183,0.5708752904725019,0.22517851994492333,0.1311436459809296,0.3614834829461504,0.7847857216229197,0.9455404032176862,0.2541117858069279,0.30659377704144974,0.5021972183902339,26.605733333333333,1
