DateTime,Daily_total_power,Daily_mean_power,Daily_peak_power,Daily_min_power,Daily_std_power,Global_reactive_power_sum,Global_reactive_power_mean,Voltage_mean,Voltage_std,Global_intensity_mean,Global_intensity_max,Sub_metering_1_sum,Sub_metering_2_sum,Sub_metering_3_sum,Peak_hour_power,Nighttime_usage,Morning_usage,Afternoon_usage,DayOfWeek,IsWeekend,Month,Season,Year,DayOfYear,lag_1,lag_7,lag_14,lag_30,rolling_mean_7d,rolling_std_7d,rolling_median_7d,rolling_min_7d,rolling_max_7d,ema_7d,ema_30d,diff_1d,diff_7d,Total_submetering,Sub1_ratio,Sub2_ratio,Sub3_ratio,Other_consumption,Power_factor,Peak_to_total_ratio,Night_to_total_ratio,Morning_to_total_ratio,Next_day_consumption,High_Consumption
2007-01-15,35.811299999999996,1.4921375,5.896,0.208,0.9610469913121188,2.9143333333333334,0.12143055555555557,241.2409097222222,3.0977668107083534,6.261527777777778,25.2,1099.0,2239.0,15163.0,9.585633333333334,8.3302,9.670666666666667,8.2248,0,0,1,Winter,2007,15,50.18396666666667,37.356,45.81673333333333,20.152933333333333,38.52275238095238,10.107702564598531,37.356,24.354933333333335,53.113566666666664,41.326615290758966,37.36395849654,-14.372666666666674,-1.544700000000006,18501.0,0.030688637385406285,0.06252216479156021,0.42341383864869475,17.310299999999994,0.9247440756294927,0.267670632826324,0.23261372806907318,0.27004511611325666,28.106733333333334,0
2007-01-16,28.106733333333334,1.1711138888888888,5.57,0.212,0.9961406379026229,3.0904666666666665,0.12876944444444444,241.94475694444446,2.711426688522993,4.975972222222222,23.2,2063.0,644.0,6583.0,7.885266666666666,3.8260333333333336,6.198333333333333,10.1971,1,0,1,Winter,2007,16,35.811299999999996,31.1509,21.153933333333335,56.507666666666665,38.302080952380955,10.154175648030636,35.913333333333334,24.354933333333335,53.113566666666664,39.947786468069225,37.2637869806342,-7.704566666666661,-3.0441666666666656,9290.0,0.0733987822609529,0.022912659125571333,0.2342143400988138,18.816733333333335,0.9009376909893623,0.28054724727882524,0.13612515150580762,0.22052841430641767,47.46146666666667,0
2007-01-17,47.46146666666667,1.977561111111111,8.0,0.206,1.4381090691128076,3.3458666666666668,0.13941111111111112,241.00525,2.781230412241431,8.283888888888889,34.2,3500.0,5737.0,16064.0,11.040799999999999,6.8997,15.991033333333332,13.529933333333334,2,0,1,Winter,2007,17,28.106733333333334,35.913333333333334,16.9009,36.73043333333333,37.867200000000004,10.568235208291776,35.913333333333334,24.354933333333335,53.113566666666664,36.98752318438525,36.67300932596963,19.354733333333332,11.548133333333332,25301.0,0.07374403375650704,0.12087700618888024,0.33846404521843687,22.160466666666668,0.9341459894240989,0.23262660797109794,0.14537477420279188,0.3369266576956464,30.3577,1
2007-01-18,30.3577,1.2649041666666667,6.808,0.212,1.0897883769725356,2.9618666666666664,0.12341111111111111,240.89359722222224,2.6979051877221267,5.3425,28.6,0.0,336.0,13491.0,11.6738,5.601833333333333,7.499666666666667,5.582400000000001,3,0,1,Winter,2007,18,47.46146666666667,37.58656666666666,54.32353333333333,27.7699,39.516933333333334,11.100349768730188,37.58656666666666,24.354933333333335,53.113566666666664,39.60600905495561,37.36903883182105,-17.103766666666665,-7.2288666666666614,13827.0,0.0,0.011068032163174417,0.44440125569460137,16.530700000000003,0.911107287309659,0.3845416484120997,0.184527593768083,0.24704330916593376,24.674,0
2007-01-19,24.674,1.0280833333333335,6.132,0.198,0.9973114846221709,2.8342,0.11809166666666666,240.16094444444445,3.0050493660726203,4.37625,25.8,2103.0,330.0,7172.0,5.663833333333333,6.1677,9.003033333333333,3.839433333333333,4,0,1,Winter,2007,19,30.3577,24.354933333333335,45.22273333333333,37.095800000000004,38.48423809523809,11.633332952712967,35.811299999999996,24.354933333333335,53.113566666666664,37.29393179121671,36.9166943910584,-5.683700000000002,0.3190666666666644,9605.0,0.0852314176866337,0.01337440220474994,0.29067034124989866,15.068999999999999,0.8969689038177707,0.22954662127475614,0.24996757720677637,0.3648793601902137,52.22886666666667,0
2007-01-20,52.22886666666667,2.1762027777777777,8.658,0.218,1.5066381088692833,3.9727,0.16552916666666667,238.8674722222222,3.649314556607973,9.348055555555556,38.2,4324.0,5222.0,11440.0,15.794066666666668,9.328266666666668,11.659566666666667,15.446966666666667,5,1,1,Winter,2007,20,24.674,53.113566666666664,25.139633333333332,28.618533333333335,38.52981904761905,11.569193960412756,35.811299999999996,24.674,53.113566666666664,34.13894884341253,36.12684314002237,27.55486666666667,-0.8846999999999952,20986.0,0.082789466361514,0.09998302343659253,0.21903596095645703,31.242866666666668,0.9293133584057858,0.30240109875381815,0.17860365851323598,0.22323989415814752,56.7877,1
2007-01-21,56.7877,2.366154166666667,8.018,0.206,1.8551407862702096,3.828933333333333,0.15953888888888887,238.96811805555558,4.215125400308689,10.190694444444444,35.6,10346.0,5567.0,11599.0,20.9667,10.892566666666665,11.7116,13.216833333333334,6,1,1,Winter,2007,21,52.22886666666667,50.18396666666667,40.79366666666667,39.0223,38.40343333333333,11.386716610253476,35.811299999999996,24.674,52.22886666666667,38.66142829922607,37.165683367547814,4.558833333333332,6.603733333333331,27512.0,0.18218733986409028,0.09803179209582356,0.20425197710067494,29.2757,0.9368336193751,0.36921199485099765,0.19181207667622857,0.20623480084595786,36.34156666666667,1
2007-01-22,36.34156666666667,1.5142319444444445,7.722,0.212,1.234595759646174,2.8106999999999998,0.1171125,241.60313194444444,3.4916500989408434,6.355277777777778,33.2,1054.0,2983.0,11361.0,12.091933333333333,4.998966666666666,11.602966666666667,7.6477,0,0,1,Winter,2007,22,56.7877,35.811299999999996,37.356,79.55643333333335,39.34682380952381,12.720811603383778,35.811299999999996,24.674,56.7877,43.19299622441955,38.431619924480216,-20.44613333333333,0.5302666666666767,15398.0,0.029002602162629197,0.08208231712630255,0.3126172326087574,20.943566666666673,0.9282110529147739,0.33273010611356874,0.13755506779656348,0.31927535686867287,29.627333333333336,0
2007-01-23,29.627333333333336,1.2344722222222222,6.036,0.202,1.226923858070117,2.304666666666667,0.09602777777777778,242.76255555555556,2.7229395364092963,5.260833333333333,25.4,0.0,1064.0,5061.0,12.5274,7.3175,6.320866666666666,3.4615666666666667,1,0,1,Winter,2007,23,36.34156666666667,28.106733333333334,31.1509,42.5002,39.42257619047619,12.697806634855908,36.34156666666667,24.674,56.7877,41.48013883498133,38.29677777881483,-6.714233333333336,1.5206000000000017,6125.0,0.0,0.03591278324070115,0.17082198870412454,23.502333333333336,0.9278257964841956,0.4228325195202628,0.24698476631938973,0.21334578429828308,49.79756666666666,0
2007-01-24,49.79756666666666,2.074898611111111,7.248,0.212,1.172317007860733,2.9676666666666667,0.12365277777777778,241.45769444444446,3.2308412303887946,8.733611111111111,31.0,3464.0,2480.0,11744.0,8.842766666666668,11.347166666666668,16.372400000000003,13.235233333333333,2,0,1,Winter,2007,24,29.627333333333336,47.46146666666667,35.913333333333334,45.718666666666664,39.63980476190476,12.483148142691459,36.34156666666667,24.674,56.7877,38.516937459569334,37.737458782332155,20.170233333333325,2.3360999999999947,17688.0,0.0695616318601913,0.04980163020013696,0.23583481656064859,32.109566666666666,0.9437571582803576,0.17757427237073836,0.22786588635187668,0.3287791170519042,26.605733333333333,1
2007-01-25,26.605733333333333,1.1085722222222223,5.832,0.206,0.9896069121153739,2.4026666666666667,0.10011111111111111,243.42436111111112,3.2428431502565904,4.629305555555556,25.2,1158.0,262.0,11239.0,9.786666666666667,4.3857,5.607466666666666,6.8259,3,0,1,Winter,2007,25,49.79756666666666,30.3577,37.58656666666666,65.5685,39.97353333333334,12.755365106234066,36.34156666666667,24.674,56.7877,41.337094761343664,38.51553025874084,-23.191833333333328,-3.751966666666668,12659.0,0.04352445337596408,0.009847501541021233,0.4224277474028154,13.946733333333333,0.917173416435699,0.36784051557809594,0.16484041033762145,0.21076159023368396,26.9662,0
2007-01-26,26.9662,1.1235916666666665,5.024,0.208,0.9023785355787479,2.3817,0.09923749999999999,242.77179166666667,3.0376042068106717,4.721388888888889,20.8,1163.0,261.0,8238.0,6.727566666666666,5.824,8.016866666666667,6.397766666666667,4,0,1,Winter,2007,26,26.605733333333333,24.674,24.354933333333335,25.479333333333333,39.4375380952381,13.294226966611808,36.34156666666667,24.674,56.7877,37.65425440434108,37.74715626355326,0.3604666666666674,2.292200000000001,9662.0,0.043128064020885405,0.009678783069175486,0.30549354376960786,17.3042,0.9188459821656746,0.24948144961717506,0.2159740712447434,0.2972931546405006,34.06786666666667,0
2007-01-27,34.06786666666667,1.4194944444444444,6.204,0.214,1.1191024895776893,2.4707,0.10294583333333332,241.61656944444442,3.255575476601174,5.949861111111111,25.8,1170.0,3896.0,12374.0,7.219733333333334,5.715866666666667,9.3762,11.756066666666667,5,1,1,Winter,2007,27,26.9662,52.22886666666667,53.113566666666664,34.54396666666666,39.76499523809524,12.892119320034656,36.34156666666667,26.605733333333333,56.7877,34.982240803255806,37.051610698162726,7.101666666666667,-18.161,17440.0,0.034343212959230394,0.11435996383689027,0.3632161685106982,16.627866666666666,0.9323810366580699,0.21192208493634276,0.1677788257947861,0.27522122508404795,51.53916666666667,0
2007-01-28,51.53916666666667,2.1474652777777776,7.552,0.224,1.3525999754992473,2.5601,0.10667083333333333,240.30211805555555,3.831425436513089,9.133611111111112,33.0,3466.0,3997.0,12062.0,12.659733333333332,11.542133333333334,11.158066666666667,16.179233333333332,6,1,1,Winter,2007,28,34.06786666666667,56.7877,50.18396666666667,52.90653333333333,37.170566666666666,11.741892302476762,34.06786666666667,26.605733333333333,56.7877,34.75364726910852,36.859111083227496,17.4713,-5.248533333333334,19525.0,0.06724982618397013,0.07755267029928696,0.23403560399049267,32.01416666666667,0.952677731922429,0.24563325626141927,0.22394877682021766,0.21649683897359612,33.0444,1
2007-01-29,33.0444,1.37685,4.908,0.222,0.9339334437077871,2.7616,0.11506666666666666,240.9295972222222,4.094555866748781,5.788888888888889,21.0,1123.0,294.0,15254.0,10.442366666666667,4.7933,8.072533333333334,9.7362,0,0,1,Winter,2007,29,51.53916666666667,36.34156666666667,35.811299999999996,46.69563333333333,36.42077619047619,10.367590964898728,34.06786666666667,26.605733333333333,51.53916666666667,38.950027118498056,37.806211443449385,-18.494766666666663,-3.2971666666666692,16671.0,0.03398457832492041,0.008897120238224933,0.4616213337206909,16.373400000000004,0.922873261464559,0.31601017620736543,0.1450563484281754,0.24429353637328363,28.4633,0
2007-01-30,28.4633,1.1859708333333334,6.166,0.228,1.1651166165719002,3.0155666666666665,0.1256486111111111,241.84087499999998,3.2380179184122606,5.028194444444445,25.8,1123.0,1424.0,8149.0,10.824933333333332,4.539033333333333,7.0084,6.090933333333334,1,0,1,Winter,2007,30,33.0444,29.627333333333336,28.106733333333334,58.236599999999996,35.949752380952376,10.44638894961382,33.0444,26.605733333333333,51.53916666666667,37.473620338873545,37.498997801936525,-4.581100000000003,-1.164033333333336,10696.0,0.03945431485456711,0.05002933602217593,0.2862984966606121,17.7673,0.9042034550163813,0.38031195726895095,0.15946967966937542,0.24622584169790573,39.39586666666666,0
2007-01-31,39.39586666666666,1.6414944444444444,6.59,0.226,1.2872800788324854,3.0998,0.12915833333333332,239.92113194444443,3.207707389331748,6.923611111111111,28.2,0.0,5950.0,15052.0,9.553500000000001,4.8274,9.798499999999999,15.216466666666667,2,0,1,Winter,2007,31,28.4633,49.79756666666666,47.46146666666667,45.81673333333333,35.7834619047619,10.57231188451665,33.0444,26.605733333333333,51.53916666666667,35.221040254155156,36.9160495566503,10.932566666666663,-10.401699999999998,21002.0,0.0,0.15103107263367732,0.38207053870287583,18.393866666666664,0.9270560919936934,0.24250005922787168,0.12253569748433847,0.24871898574808185,30.412666666666667,1
